project_name_en,rooms,is_registered,pre_registration_number,property_sub_type_id,parent_property_id,project_name_ar,area_id,unit_parking_number,zone_id,property_type_id,is_lease_hold,unit_number,parking_allocation_type_en,project_id,land_sub_number,master_project_id,land_type_ar,parking_allocation_type_ar,common_area,floor,munc_number,actual_common_area,rooms_ar,property_type_en,is_free_hold,land_type_en,master_project_en,land_number,rooms_en,area_name_en,property_type_ar,creation_date,parcel_id,load_timestamp,property_id,area_name_ar,actual_area,property_sub_type_en,grandparent_property_id,land_type_id,unit_balcony_area,parking_allocation_type,property_sub_type_ar,master_project_ar,munc_zip_code,building_number
"null","12","null","null","null","null","null","395","null","2","3","null","Room-467","null","null","0","null","مؤسسات حكومية","null","24.16","4","7498","null","غرفه سكن عمال","Unit","0","Government Authorities","null","1245","Room in labor Camp","Jabal Ali Industrial First","وحدة","2020-01-08 00:00:00","5997498","2026-02-26 16:09:32","1000745590140","جبل على الصناعية الأولى","24.16","null","null","6","null","null","null","null","599","0"
"null","2","1","null","60","373646415","null","409","null","2","3","0","416","null","null","0","96","تجارى","null","0","4","1282","null","غرفتان","Unit","1","Commercial","Arjan","159","2 B/R","Al Barshaa South Third","وحدة","2020-12-23 00:00:00","6731282","2026-02-26 16:09:32","368132207","البرشاء جنوب الثالثة","87","Flat","207510251","4","11.15","null","شقه سكنيه","أرجان","673","1"
"Hillside Residences 3","2","0","null","60","1536595564","هيلسايد ريزيدنسيز 3","445","1","2","3","0","E-311","null","544736990","0","176","تجارى","null","0.3","3","9627","115.06","غرفتان","Unit","1","Commercial","Wasl Gate","3558","2 B/R","Jabal Ali First","وحدة","2023-10-26 00:00:00","5919627","2026-02-26 16:09:32","962197590","جبل علي الأولى","115.53","Flat","1987750068","4","13.4","null","شقه سكنيه","وصل جيت","591","5"
"null","1","null","null","null","null","null","233","null","1","3","null","203","null","null","2","null","تجارى","null","92.94","2","1885","null","غرفة و صالة","Unit","0","Commercial","null","77","1bed room+Hall","Hor Al Anz","وحدة","2017-10-09 00:00:00","1271885","2026-02-26 16:09:32","1000837346274","هور العنز","92.94","null","1000188345819","4","null","null","null","null","127","77"
"ACES CHATEAU","1","1","null","60","696373592","آيس شاتو","441","B-21","2","3","0","306","null","14215195","0","9","تجارى","null","1.49","3","6307","51.64","غرفة","Unit","1","Commercial","Jumeirah Village Circle","34","1 B/R","Al Barsha South Fourth","وحدة","2014-09-17 00:00:00","6816307","2026-02-26 16:09:32","909145730","البرشاء جنوب الرابعة","87.04","Flat","917488017","4","9.7","null","شقه سكنيه","قرية جميرا الدائرية","681","1"
"null","3","null","null","null","null","null","244","null","1","3","null","504","null","null","0","null","تجارى","null","null","null","191","null","ثلاثة غرفة و صالة","Unit","0","Commercial","null","826","3 bed rooms+hall","Al Murqabat","وحدة","2013-10-09 00:00:00","1240191","2026-02-26 16:09:32","1000780481075","المرقبات","null","null","1001121762308","4","null","null","null","null","124","null"
"Sobha Creek Vistas Grande","2","1","null","60","812605125","شوبا كريك فيستا جراندي","412","P3-309","2","3","0","1705","null","440137237","0","190","سكنى","null","0.25","17","9420","88.55","غرفتان","Unit","1","Residential","SOBHA HARTLAND","276","2 B/R","Al Merkadh","وحدة","2022-09-19 00:00:00","3479420","2026-02-26 16:09:32","1951348952","المركاض","102.7","Flat","1980133468","1","11.46","null","شقه سكنيه","شوبها هارتلاند","347","1"
"null","3","null","null","null","null","null","341","null","2","3","null","3507","null","null","0","null","تجارى","null","177.7599","35.07","141","null","ثلاثة غرفة و صالة","Unit","0","Commercial","null","37","3 bed rooms+hall","Trade Center First","وحدة","2013-12-16 00:00:00","3350141","2026-02-26 16:09:32","1000371689953","المركز التجارى الاولى","177.76","null","1000439169369","4","null","null","null","null","335","0"
"null","422","null","null","null","1000306736425","null","362","null","1","3","null","M:6","null","null","0","null","تجارى","null","null","M","441","null","مكتب","Unit","0","Commercial","null","477","Office","Naif","وحدة","2022-08-07 00:00:00","1180441","2026-02-26 16:09:32","1001484239599","نايف","19","null","1001604634605","4","null","null","null","null","118","0"
"null","26","1","null","60","517271974","null","395","null","2","3","0","G-013","null","null","0","null","صناعى","null","0.58","G","686","null","استوديو","Unit","1","Industrial","null","839","Studio","Jabal Ali Industrial First","وحدة","2012-11-11 00:00:00","5990686","2026-02-26 16:09:32","1567478251","جبل على الصناعية الأولى","21.67","Flat","47150849","3","null","null","شقه سكنيه","null","599","9"
"null","2","1","null","60","795164005","null","372","null","2","3","0","613","null","null","0","null","صناعى","null","0","6","634","null","غرفتان","Unit","1","Industrial","null","30","2 B/R","Al Goze Industrial Second","وحدة","2012-08-01 00:00:00","3650634","2026-02-26 16:09:32","1056714777","القوز الصناعيه الثانيه","112.77","Flat","89336116","3","null","null","شقه سكنيه","null","365","58"
"Solaya (5,7)","5","0","null","60","976856630","سولايا (5,7)","317","2","2","3","null","801","null","819416922","0","196","تجارى","null","6.75","8","1884","1305.39","خمس غرف","Unit","1","Commercial","LA MER","2090","5 B/R","Jumeirah First","وحدة","2025-10-24 00:00:00","3321884","2026-02-26 16:09:32","1543666756","جميرا الاولى","1653.05","Flat","1044610270","4","861.42","null","شقه سكنيه","لامير","332","2"
"LAKESIDE","26","1","null","60","1923246088","ليكسايد","485","P2-24","2","3","0","2203","null","436","0","111","تجارى","null","0.04","22","4304","46.79","استوديو","Unit","1","Commercial","International Media Production Zone","23","Studio","Me'Aisem First","وحدة","2015-01-28 00:00:00","6854304","2026-02-26 16:09:32","260765135","معيصم الأول","34.75","Flat","1458923506","4","4.62","null","شقه سكنيه","المنطقة العالمية للإنتاج الإعلامي","685","4"
"SLS DUBAI","1","1","null","60","455746828","اس ال اس دبي ","526","P2-33","2","3","0","2406","null","79501150","0","112","تجارى","null","0.31","24","685","56.12","غرفة","Unit","1","Commercial","Business Bay","171","1 B/R","Business Bay","وحدة","2019-03-03 00:00:00","3460685","2026-02-26 16:09:32","66973814","الخليج التجارى","120.46","Flat","171027230","4","16.76","null","شقه سكنيه","الخليج التجاري","346","1"
"null","422","null","null","null","null","null","249","null","1","3","null","OFFICE NO: 114","null","null","0","null","تجارى","null","null","null","1028","null","مكتب","Unit","0","Commercial","null","407","Office","Al Muteena","وحدة","2014-12-20 00:00:00","1231028","2026-02-26 16:09:32","1001854754871","المطينه","100","null","1000194052672","4","null","null","null","null","123","null"
"null","null","null","null","null","null","null","373","null","2","null","null","OP02                ","null","null","0","null","null","null","null","null","445","null","null","null","0","null","null","635","null","Al Goze Industrial Fourth","null","2018-05-20 00:00:00","3690445","2026-02-26 16:09:32","1001346960862","القوز الصناعيه الرابعه","null","null","null","null","null","null","null","null","369","0"
"Platinum by vision","1","1","null","60","1896668359","بلاتينيوم باي فيجن","464","G-87","2","3","0","908","null","578344246","0","211","تجارى","null","0.75","9","7629","29.43","غرفة","Unit","1","Commercial","Liwan1","1534","1 B/R","Wadi Al Safa 2","وحدة","2024-01-29 00:00:00","6437629","2026-02-26 16:09:32","1781861240","وادي الصفا 2","77.23","Flat","825955009","4","17.51","null","شقه سكنيه","ليوان 1","643","1"
"South Square","1","0","null","60","1978577110","ساوث سكوير","462","1","2","3","0","204","null","747771546","0","123","مؤسسات حكومية","null","0.12","2","1056","51.13","غرفة","Unit","1","Government Authorities","Dubai World Central","7348","1 B/R","Madinat Al Mataar","وحدة","2025-05-20 00:00:00","5211056","2026-02-26 16:09:32","1755902041","مدينة المطار","74.43","Flat","2011214298","6","7.79","null","شقه سكنيه","دبي ورلد سنترال","521","3"
"Santorini Residences by Loutraki","1","0","null","60","418517186","سانتوريني ريزيدنسيز من لوتراكي ","442","1","2","3","0","1507","null","536730444","0","10","تجارى","null","0.63","15","3470","73.79","غرفة","Unit","1","Commercial","Jumeirah Village Triangle","1929","1 B/R","Al Barsha South Fifth","وحدة","2023-10-03 00:00:00","6843470","2026-02-26 16:09:32","2070908716","البرشاء جنوب الخامسة","69.06","Flat","491511794","4","15.19","null","شقه سكنيه","قرية جميرا المثلثة","684","1"
"null","45","1","null","23","1259801500","null","343","null","2","3","0","G 08","null","null","0","23","سكنى","null","0","G","1400","null","محل","Unit","1","Residential","International City Phase 1","595","Shop","Al Warsan First","وحدة","2012-12-16 00:00:00","6211400","2026-02-26 16:09:32","1953180310","ورسان الاولى","949.34","Shop","957179747","1","null","null","محل","المدينة العالمية - المرحلة الاولى","621","1"
"null","1","null","null","null","null","null","368","null","2","3","null","311","null","null","0","null","تجارى","null","81.5056","3","260","null","غرفة و صالة","Unit","0","Commercial","null","139","1bed room+Hall","Al Barsha First","وحدة","2018-09-05 00:00:00","3730260","2026-02-26 16:09:32","1001062984277","البرشاء الاولى","81.51","null","1000859444143","4","null","null","null","null","373","0"
"Skyvue","1","0","null","60","1300625747","سكاي فيو","405","1","2","3","0","A3212","null","689316963","0","null","سكنى","null","0.03","32","888","78.01","غرفة","Unit","1","Residential","null","451","1 B/R","Bukadra","وحدة","2025-06-10 00:00:00","6110888","2026-02-26 16:09:32","1210668494","بوكدرة","81.48","Flat","1624573871","1","8.91","null","شقه سكنيه","null","611","1"
"null","null","null","null","null","null","null","395","null","2","null","null","LBRC0174            ","null","null","0","null","null","null","null","null","2107","null","null","null","0","null","null","843","null","Jabal Ali Industrial First","null","2016-10-19 00:00:00","5992107","2026-02-26 16:09:32","1001370801741","جبل على الصناعية الأولى","null","null","null","null","null","null","null","null","599","null"
"null","20","null","null","null","null","null","361","null","1","3","null","SHOP-01","null","null","0","null","تجارى","null","375","G","338","null","معرض","Unit","0","Commercial","null","162","Showroom","Muhaisanah Fourth","وحدة","2017-02-18 00:00:00","2450338","2026-02-26 16:09:32","1001709541132","محيصنه الرابعه","375","null","null","4","null","null","null","null","245","0"
"null","1","null","null","null","1000216204793","null","278","null","2","3","null","430","null","null","0","null","تجارى","null","86","4","183","null","غرفة و صالة","Unit","0","Commercial","null","464","1bed room+Hall","Mankhool","وحدة","2024-04-16 00:00:00","3170183","2026-02-26 16:09:32","1001876109176","منخول","86","null","1001907329045","4","null","null","null","null","317","0"
"Port de La Mer - La Cote","2","1","null","60","1007787242","بورت دو لامير - لا كوت","317","C-037","2","3","null","102","null","190242883","0","196","تجارى","null","0.27","1","304","99.91","غرفتان","Unit","1","Commercial","LA MER","1626","2 B/R","Jumeirah First","وحدة","2018-12-12 00:00:00","3320304","2026-02-26 16:09:32","135175905","جميرا الاولى","132.09","Flat","1440982769","4","14.35","null","شقه سكنيه","لامير","332","4"
"null","26","1","null","60","723785696","null","504","null","2","3","0","309","null","null","0","110","تجارى","null","0.49","3","172","null","استوديو","Unit","1","Commercial","Tijara Town","38","Studio","Madinat Hind 3","وحدة","2016-08-08 00:00:00","9130172","2026-02-26 16:09:32","1547447692","مدينة هند 3","31.35","Flat","1436886457","4","0","null","شقه سكنيه","تايجرا تاون","913","1"
"null","1","1","null","112","1159363019","null","266","null","2","3","null","606","null","null","0","206","سكنى","null","0","6","7329","null","غرفة","Unit","1","Residential","Jumeirah Garden City","3404","1 B/R","Al Satwa","وحدة","2021-12-12 00:00:00","3347329","2026-02-26 16:09:32","1700002186","السطوه","26","Hotel Rooms","629471288","1","0","null","غرفة فندقية","جميرا جاردن سيتي","334","1"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0058            ","null","null","0","null","null","null","null","null","498","null","null","null","0","null","null","427","null","Muhaisanah Second","null","2014-12-21 00:00:00","2640498","2026-02-26 16:09:32","1001240412184","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","0"
