project_name_en,rooms,is_registered,pre_registration_number,property_sub_type_id,parent_property_id,project_name_ar,area_id,unit_parking_number,zone_id,property_type_id,is_lease_hold,unit_number,parking_allocation_type_en,project_id,land_sub_number,master_project_id,land_type_ar,parking_allocation_type_ar,common_area,floor,munc_number,actual_common_area,rooms_ar,property_type_en,is_free_hold,land_type_en,master_project_en,land_number,rooms_en,area_name_en,property_type_ar,creation_date,parcel_id,load_timestamp,property_id,area_name_ar,actual_area,property_sub_type_en,grandparent_property_id,land_type_id,unit_balcony_area,parking_allocation_type,property_sub_type_ar,master_project_ar,munc_zip_code,building_number
"null","2","1","null","60","952322764","null","444","360-501","2","3","0","201","null","null","0","95","تجارى","null","0.26","2","299","169.66","غرفتان","Unit","1","Commercial","Motor City","11","2 B/R","Al Hebiah First","وحدة","null","6740299","2026-02-26 16:09:32","7671542","الحبيه الاولى","204.2","Flat","2074549979","4","72.56","null","شقه سكنيه","موتور ستي","674","22"
"BD BOULEVARD PLAZA","58","1","null","42","2028418062","بي دي بوليفارد بلازا","390","B2-233 TO B2-236,B2-168 TO B2-170","2","3","0","2801","null","1311","0","541","تجارى","null","0.8","28","894","437.28","مكتب","Unit","1","Commercial","DownTown Dubai","165","Office","Burj Khalifa","وحدة","2013-11-21 00:00:00","3450894","2026-02-26 16:09:32","979332469","برج خليفة","303.29","Office","534243930","4","0","null","مكتب","داون تاون دبي","345","1"
"null","421","null","null","null","1000975627381","null","368","null","2","3","null","B09","null","null","0","null","تجارى","null","102.1","GROUND","917","null","محل","Unit","0","Commercial","null","35","Shop","Al Barsha First","وحدة","2011-05-25 00:00:00","3730917","2026-02-26 16:09:32","1000241618637","البرشاء الاولى","102.1","null","1000759577664","4","null","null","null","null","373","0"
"null","65","1","null","60","865877113","null","458","null","2","3","1","AF-05","null","null","0","106","تجارى","null","0","1","735","null","غرفة مستقلة","Unit","null","Commercial","Dubai Investment Park First","156","Single Room","Dubai Investment Park First","وحدة","2017-12-17 00:00:00","5980735","2026-02-26 16:09:32","1320350407","مجمع دبي للاستثمار الاول","20","Flat","492592895","4","0","null","شقه سكنيه","مجمع دبي للاستثمار الاول","598","1"
"Oceanz 2 By Danube ","26","0","null","60","1542936994","أوشنز 2 من دانوب ","333","1","2","3","0","1708","null","533719199","0","5","صناعى","null","0.07","17","102","37.02","استوديو","Unit","1","Industrial","Dubai Maritime City","380","Studio","Madinat Dubai Almelaheyah","وحدة","2023-11-13 00:00:00","3210102","2026-02-26 16:09:32","332611051","مدينة دبي الملاحية","39.71","Flat","1324784789","3","8.4","null","شقه سكنيه","مدينة دبي الملاحية","321","1"
"J&G PLEXS","65","1","null","60","774628550","ج أند جي بليكس","445","null","2","3","0","B3-05-22","null","1448","0","19","تجارى","null","0.03","5","8405","11.08","غرفة مستقلة","Unit","1","Commercial","Jumeirah Lakes Towers","21","Single Room","Jabal Ali First","وحدة","2011-05-30 00:00:00","5918405","2026-02-26 16:09:32","141961472","جبل علي الأولى","11.33","Flat","227371710","4","0","null","شقه سكنيه"," ابراج بحيرات الجميرا","591","3"
"One By Preston","2","0","null","60","1247875937","وان باي بريستون","462","1","2","3","0","311","null","690160520","0","191","مؤسسات حكومية","null","2.22","3","3620","113.91","غرفتان","Unit","1","Government Authorities","Dubai South Residential District","171","2 B/R","Madinat Al Mataar","وحدة","2025-01-22 00:00:00","5213620","2026-02-26 16:09:32","1844006458","مدينة المطار","106.45","Flat","1005684565","6","20.94","null","شقه سكنيه","المدينة السكنية بدبي الجنوب","521","1"
"Azizi Riviera 48","26","1","null","60","1685353470","عزيزي ريفيرا 48","412","B2-88","2","3","0","608","null","221706557","0","200","null","null","0.21","6","5041","31.42","استوديو","Unit","1","null","Meydan One Community","1636","Studio","Al Merkadh","وحدة","2019-01-14 00:00:00","3475041","2026-02-26 16:09:32","165186125","المركاض","27.76","Flat","347885661","null","2.68","null","شقه سكنيه","مجمع ميدان ون","347","1"
"La Vie ","2","1","null","60","1965379767","لا في","330","B-200","2","3","0","707","null","284628211","0","124","تجارى","null","0.351","7","529","74.28","غرفتان","Unit","1","Commercial","Jumeriah Beach Residence  - JBR","3623","2 B/R","Marsa Dubai","وحدة","2019-11-14 00:00:00","3920529","2026-02-26 16:09:32","970935703","مرسى دبي","129.1","Flat","1502634357","4","12.77","null","شقه سكنيه","جميرا بيتش ريزيدنس  - الجيه بي آر ","392","1"
"null","421","null","null","null","null","null","339","null","1","3","null","S06","null","null","0","null","تجارى","null","null","null","444","null","محل","Unit","0","Commercial","null","275","Shop","Al Mararr","وحدة","2013-07-17 00:00:00","1170444","2026-02-26 16:09:32","1001693697861","المرر","1","null","null","4","null","null","null","null","117","null"
"Azizi Grand","1","0","null","60","1106734347","عزيزي غراند","435","1","2","3","0","1006","null","165943777","0","98","صناعى","null","0.3","10","7300","67.29","غرفة","Unit","1","Industrial","Dubai Sports City","117","1 B/R","Al Hebiah Fourth","وحدة","2018-03-21 00:00:00","6827300","2026-02-26 16:09:32","618514419","الحبيه الرابعة","71.21","Flat","2077727344","3","7.98","null","شقه سكنيه","مدينة دبي الرياضية","682","1"
"null","2","1","null","60","431909984","null","410","2B2-49","2","3","0","312","null","null","0","1","تجارى","null","0.65","3","2761","80.22","غرفتان","Unit","1","Commercial","Palm Jumeirah","1124","2 B/R","Palm Jumeirah","وحدة","null","3812761","2026-02-26 16:09:32","686852811","نخلة جميرا","147.33","Flat","861175939","4","18.51","null","شقه سكنيه","نخلة جميرا","381","2"
"null","26","1","null","60","251730410","null","395","null","2","3","0","A-358","null","null","0","null","صناعى","null","0","3","9217","null","استوديو","Unit","0","Industrial","null","1011","Studio","Jabal Ali Industrial First","وحدة","2020-07-26 00:00:00","5999217","2026-02-26 16:09:32","757331262","جبل على الصناعية الأولى","36","Flat","796197522","3","0","null","شقه سكنيه","null","599","1"
"null","2","null","null","null","null","null","341","null","2","3","null","2109","null","null","0","null","تجارى","null","119.4205","21.09","141","null","غرفتين و صالة","Unit","0","Commercial","null","37","2 bed rooms+hall","Trade Center First","وحدة","2013-12-16 00:00:00","3350141","2026-02-26 16:09:32","1000150225890","المركز التجارى الاولى","119.42","null","1000439169369","4","null","null","null","null","335","0"
"ENSO AMBER","1","0","null","60","65189883","إنسو عنبر","266","1","2","3","null","704","null","649997774","0","206","تجارى","null","1.29","7","7277","77.69","غرفة","Unit","1","Commercial","Jumeirah Garden City","3225","1 B/R","Al Satwa","وحدة","2024-08-30 00:00:00","3347277","2026-02-26 16:09:32","485113670","السطوه","67.56","Flat","1057391364","4","8.86","null","شقه سكنيه","جميرا جاردن سيتي","334","1"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0073            ","null","null","0","null","null","null","null","null","567","null","null","null","0","null","null","195","null","Muhaisanah Second","null","2014-12-21 00:00:00","2640567","2026-02-26 16:09:32","1001721955182","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","611"
"Arista One","1","1","null","60","864839676","أريستا وان","266","P2-56","2","3","0","308","null","716888129","0","206","تجارى","null","1.09","3","2732","64.25","غرفة","Unit","1","Commercial","Jumeirah Garden City","3710","1 B/R","Al Satwa","وحدة","2025-02-06 00:00:00","3342732","2026-02-26 16:09:32","470172828","السطوه","67.29","Flat","86882043","4","8.88","null","شقه سكنيه","جميرا جاردن سيتي","334","1"
"null","1","null","null","null","1001017795000","null","269","null","2","3","null","312","null","null","0","null","تجارى","null","0","3","166","null","غرفة و صالة","Unit","0","Commercial","null","579","1bed room+Hall","Al Hamriya","وحدة","2011-08-24 00:00:00","3130166","2026-02-26 16:09:32","1001640625655","الحمريه","0","null","1000114251153","4","null","null","null","null","313","579"
"null","2","1","null","60","323162613","null","463","INTEGRATED","2","3","0","F5","null","null","0","29","تجارى","null","2.78","G","5258","94.41","غرفتان","Unit","1","Commercial","Al Waha Villas","129","2 B/R","Wadi Al Safa 7","وحدة","2011-03-21 00:00:00","6655258","2026-02-26 16:09:32","1111009609","وادي الصفا 7","160.68","Flat","984897474","4","22.43","null","شقه سكنيه","فلل الواحة","665","52"
"HDS SUNSTAR 1","1","1","null","60","53325722","أنس دي اس سن ستار","343","B-96","2","3","0","611","null","1267","0","23","تجارى","null","0.64","6","2004","51.37","غرفة","Unit","1","Commercial","International City Phase 1","52","1 B/R","Al Warsan First","وحدة","2012-08-28 00:00:00","6212004","2026-02-26 16:09:32","981408896","ورسان الاولى","69.8","Flat","983549643","4","null","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"BURJ AZIZI ","2","0","null","60","97463922","برج عزيزى","341","1","2","3","0","4205","null","650693834","0","null","تجارى","null","0.08","42","151","26.45","غرفتان","Unit","1","Commercial","null","21","2 B/R","Trade Center First","وحدة","2024-08-23 00:00:00","3350151","2026-02-26 16:09:32","300357268","المركز التجارى الاولى","96.55","Flat","705944042","4","3","null","شقه سكنيه","null","335","1"
"MARINA SHORES","1","0","null","60","1582629738","مارينا شورز","330","1","2","3","0","3803","null","426234647","0","34","تجارى","null","0.15","38","601","51.96","غرفة","Unit","1","Commercial","Dubai Marina","58","1 B/R","Marsa Dubai","وحدة","2022-06-29 00:00:00","3920601","2026-02-26 16:09:32","1501981099","مرسى دبي","71.29","Flat","626508327","4","6.68","null","شقه سكنيه","دبي مارينا","392","1"
"null","421","null","null","null","null","null","237","null","1","3","null","1","null","null","0","null","تجارى","null","36.4","G","178","null","محل","Unit","0","Commercial","null","7","Shop","Al Sabkha","وحدة","2013-04-03 00:00:00","1150178","2026-02-26 16:09:32","1000902376090","السبخه","36.4","null","1000829690105","4","null","null","null","null","115","7"
"null","422","null","null","null","null","null","368","null","2","3","null","ATX2004","null","null","0","null","تجارى","null","106","20","1370","null","مكتب","Unit","0","Commercial","null","1","Office","Al Barsha First","وحدة","2013-08-26 00:00:00","3731370","2026-02-26 16:09:32","1001235155347","البرشاء الاولى","106","null","1000312545569","4","null","null","null","null","373","1"
"null","422","null","null","null","null","null","378","null","1","3","null","OFFICE 501","null","null","0","null","تجارى","null","null","null","556","null","مكتب","Unit","0","Commercial","null","351","Office","Al Garhoud","وحدة","2015-10-05 00:00:00","2140556","2026-02-26 16:09:32","1001968502753","القرهود","281","null","1000336905581","4","null","null","null","null","214","null"
"null","26","1","null","112","252423951","null","443","null","2","3","0","808","null","null","0","522","تجارى","null","0","8","311","null","استوديو","Unit","1","Commercial","Barsha Heights","76","Studio","Al Thanyah First","وحدة","2017-10-30 00:00:00","3830311","2026-02-26 16:09:32","1000771276","الثنيه الأولى","39.6","Hotel Rooms","1132551576","4","null","null","غرفة فندقية","مرتفعات برشا","383","1"
"null","422","null","null","null","null","null","247","null","1","3","null","106","null","null","1","null","تجارى","null","null","null","152","null","مكتب","Unit","0","Commercial","null","256","Office","Al Khabeesi","وحدة","2012-09-30 00:00:00","1280152","2026-02-26 16:09:32","1000596816285","الخبيصى","null","null","1001021918861","4","null","null","null","null","128","null"
"null","422","null","null","null","null","null","271","null","2","3","null","158","null","null","0","null","تجارى","null","21.22","1","839","null","مكتب","Unit","0","Commercial","null","523","Office","Al Karama","وحدة","2022-12-07 00:00:00","3180839","2026-02-26 16:09:32","1000662536649","الكرامه","21.22","null","1002059015473","4","null","null","null","null","318","0"
"null","11","null","null","null","1000555083579","null","305","null","1","3","null","105","null","null","0","null","تجارى","null","333","1","213","null","أستوديو","Unit","0","Commercial","null","127","Studio","AL QUSAIS","وحدة","2012-04-11 00:00:00","2320213","2026-02-26 16:09:32","1001079089621","القصيص","333","null","1001960779908","4","null","null","null","null","232","0"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0228            ","null","null","0","null","null","null","null","null","105","null","null","null","0","null","null","253","null","Muhaisanah Second","null","2014-12-21 00:00:00","2640105","2026-02-26 16:09:32","1001654444153","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","0"
"null","65","1","null","60","64222911","null","458","null","2","3","1","136","null","null","0","106","تجارى","null","0","3","966","null","غرفة مستقلة","Unit","null","Commercial","Dubai Investment Park First","208","Single Room","Dubai Investment Park First","وحدة","2014-04-21 00:00:00","5980966","2026-02-26 16:09:32","2115002601","مجمع دبي للاستثمار الاول","17.85","Flat","1256559521","4","0","null","شقه سكنيه","مجمع دبي للاستثمار الاول","598","10"
"null","58","1","null","42","482647026","null","350","B2-66","2","3","0","1501","null","null","0","19","تجارى","null","26.2866","15","6072","null","مكتب","Unit","1","Commercial","Jumeirah Lakes Towers","910","Office","Al Thanyah Fifth","وحدة","2010-09-29 00:00:00","3936072","2026-02-26 16:09:32","215118554","الثنيه الخامسة","101.42","Office","330256606","4","null","null","مكتب"," ابراج بحيرات الجميرا","393","1"
"null","2","1","null","60","2012081245","null","372","null","2","3","0","106","null","null","0","null","صناعى","null","0","1","634","null","غرفتان","Unit","1","Industrial","null","30","2 B/R","Al Goze Industrial Second","وحدة","2012-08-01 00:00:00","3650634","2026-02-26 16:09:32","1110484736","القوز الصناعيه الثانيه","112.03","Flat","89336116","3","null","null","شقه سكنيه","null","365","55"
"null","422","null","null","null","1001956650228","null","341","null","2","3","null","2101","null","null","0","null","تجارى","null","1108.7973","21","140","null","مكتب","Unit","0","Commercial","null","2","Office","Trade Center First","وحدة","2013-05-28 00:00:00","3350140","2026-02-26 16:09:32","1001437673166","المركز التجارى الاولى","1108.8","null","1001242397634","4","null","null","null","null","335","2"
"Palm Beach Towers -3","2","0","null","60","2090725424","بالم بيتش تاورز - 3","410","1","2","3","0","4505","null","434929821","0","1","تجارى","null","0.21","45","2392","113.17","غرفتان","Unit","1","Commercial","Palm Jumeirah","2059","2 B/R","Palm Jumeirah","وحدة","2022-09-29 00:00:00","3812392","2026-02-26 16:09:32","508498887","نخلة جميرا","126.82","Flat","1591351041","4","29.86","null","شقه سكنيه","نخلة جميرا","381","3"
"null","1","null","null","null","1000712315793","null","271","null","2","3","null","124","null","null","0","null","تجارى","null","0","1","319","null","غرفة و صالة","Unit","0","Commercial","null","271","1bed room+Hall","Al Karama","وحدة","2011-08-24 00:00:00","3180319","2026-02-26 16:09:32","1000131068383","الكرامه","0","null","null","4","null","null","null","null","318","271"
"null","2","null","null","null","null","null","271","null","2","3","null","F-13","null","null","0","null","تجارى","null","78.97","1","1120","null","غرفتين و صالة","Unit","0","Commercial","null","22","2 bed rooms+hall","Al Karama","وحدة","2016-11-03 00:00:00","3181120","2026-02-26 16:09:32","1001815938246","الكرامه","78.97","null","null","4","null","null","null","null","318","22"
"null","26","1","null","60","1860757175","null","343","null","2","3","0","222","null","null","0","23","سكنى","null","1.03","2","1394","29.61","استوديو","Unit","1","Residential","International City Phase 1","233","Studio","Al Warsan First","وحدة","null","6211394","2026-02-26 16:09:32","350471367","ورسان الاولى","45","Flat","1000572301","1","1.79","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"null","26","1","null","60","622559006","null","343","null","2","3","0","207","null","null","0","23","سكنى","null","1.13","2","1770","30.99","استوديو","Unit","1","Residential","International City Phase 1","538","Studio","Al Warsan First","وحدة","null","6211770","2026-02-26 16:09:32","134760509","ورسان الاولى","45","Flat","1150340320","1","2.95","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"ALANDALUS","2","1","null","60","1813528648","الأندلس","485","PH1-1LG-14","2","3","0","G06","null","21310796","0","11","تجارى","null","0.97","G","622","120.23","غرفتان","Unit","1","Commercial","Jumeirah Golf Estates","1274","2 B/R","Me'Aisem First","وحدة","2015-11-02 00:00:00","6850622","2026-02-26 16:09:32","1292534998","معيصم الأول","133.75","Flat","1068283298","4","15.81","null","شقه سكنيه","جميرا غولف للعقارات","685","2"
"SULAFA TOWER","1","1","null","60","1586549360","برج سلافة","330","P217","2","3","0","1909","null","40","0","34","تجارى","null","0.1154","19","208","56.17","غرفة","Unit","1","Commercial","Dubai Marina","51","1 B/R","Marsa Dubai","وحدة","2010-12-13 00:00:00","3920208","2026-02-26 16:09:32","2114719028","مرسى دبي","90.52","Flat","665569087","4","8.08","null","شقه سكنيه","دبي مارينا","392","1"
"null","2","null","null","null","null","null","297","null","1","3","null","211","null","null","0","null","تجارى","null","0","0","499","null","غرفتين و صالة","Unit","0","Commercial","null","6","2 bed rooms+hall","Al Warqa First","وحدة","2013-04-09 00:00:00","4210499","2026-02-26 16:09:32","1000335078793","الورقاء الاولى","null","null","1001925428602","4","null","null","null","null","421","null"
"null","65","1","null","60","433731078","null","459","0","2","3","1","222","null","null","0","107","تجارى","null","0","2","695","null","غرفة مستقلة","Unit","0","Commercial","Dubai Investment Park Second","350","Single Room","Dubai Investment Park Second","وحدة","2015-01-04 00:00:00","5970695","2026-02-26 16:09:32","28936134","مجمع دبي للاستثمار الثاني","10.05","Flat","966694022","4","0","null","شقه سكنيه","مجمع دبي للاستثمار الثاني","597","2"
"null","12","null","null","null","null","null","360","null","1","3","null","SS04","null","null","0","null","تجارى","null","161.46","2","1055","null","غرفه سكن عمال","Unit","0","Commercial","null","54","Room in labor Camp","Muhaisanah Second","وحدة","2013-12-25 00:00:00","2641055","2026-02-26 16:09:32","1002090624261","محيصنه الثانيه","20.03","null","null","4","null","null","null","null","264","54"
"null","1","1","null","60","1592924094","null","333","null","2","3","0","SA-F-03D-09","null","null","0","5","سكنى","null","0","3","null","null","غرفة","Unit","1","Residential","Dubai Maritime City","502","1 B/R","Madinat Dubai Almelaheyah","وحدة","2024-09-23 00:00:00","null","2026-02-26 16:09:32","346775993","مدينة دبي الملاحية","30.5","Flat","648031459","1","null","null","شقه سكنيه","مدينة دبي الملاحية","321","2"
"null","26","1","null","60","82241358","null","343","null","2","3","0","203","null","null","0","23","سكنى","null","null","2","1554","null","استوديو","Unit","1","Residential","International City Phase 1","206","Studio","Al Warsan First","وحدة","null","6211554","2026-02-26 16:09:32","426106836","ورسان الاولى","45","Flat","1893365199","1","null","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"null","2","1","null","60","259648665","null","445","(1)","2","3","0","1057","null","null","0","25","تجارى","null","0","10","null","null","غرفتان","Unit","1","Commercial","Ibn Battuta ","63","2 B/R","Jabal Ali First","وحدة","2012-08-08 00:00:00","null","2026-02-26 16:09:32","874637063","جبل علي الأولى","117.45","Flat","1517235169","4","14.34","null","شقه سكنيه","ابن بطوطة","591","1"
"Azizi Milan Heights ","26","0","null","60","1995845515","عزيزي ميلان هايتس","466","1","2","3","0","313","null","812700517","0","90","تجارى","null","0.02","3","101","67.9","استوديو","Unit","1","Commercial","City Of Arabia","470","Studio","Wadi Al Safa 4","وحدة","2025-09-15 00:00:00","6460101","2026-02-26 16:09:32","221771368","وادي الصفا 4","31.6","Flat","1652946104","4","6.51","null","شقه سكنيه","ستي اوف ارابيا","646","1"
"Talea","1","0","null","60","1968032133","تاليا","333","1","2","3","0","901","null","785577291","0","5","null","null","0.19","9","486","71.94","غرفة","Unit","1","null","Dubai Maritime City","542","1 B/R","Madinat Dubai Almelaheyah","وحدة","2025-07-23 00:00:00","3210486","2026-02-26 16:09:32","886803350","مدينة دبي الملاحية","70.3","Flat","2037998003","null","9.7","null","شقه سكنيه","مدينة دبي الملاحية","321","1"
"null","2","null","null","null","1000021275860","null","231","null","1","3","null","612","null","null","0","null","تجارى","null","143","6","916","null","غرفتين و صالة","Unit","0","Commercial","null","417","2 bed rooms+hall","Al Mamzer","وحدة","2011-03-10 00:00:00","1340916","2026-02-26 16:09:32","1000964597616","الممزر","143","null","1000421343238","4","null","null","null","null","134","0"
"null","58","1","null","42","1715677017","null","458","null","2","3","1","114","null","null","0","106","تجارى","null","0","1","633","null","مكتب","Unit","null","Commercial","Dubai Investment Park First","118","Office","Dubai Investment Park First","وحدة","2014-03-25 00:00:00","5980633","2026-02-26 16:09:32","985184236","مجمع دبي للاستثمار الاول","114.68","Office","2037041507","4","null","null","مكتب","مجمع دبي للاستثمار الاول","598","1"
"null","null","null","null","null","null","null","378","null","1","null","null","M6-0181             ","null","null","0","null","null","null","null","null","505","null","null","null","0","null","null","161","null","Al Garhoud","null","2022-07-11 00:00:00","2140505","2026-02-26 16:09:32","1000079715943","القرهود","null","null","null","null","null","null","null","null","214","0"
"null","58","0","null","42","1767233018","null","441","null","2","3","null","P307","null","null","0","null","null","null","22.4556","3","null","22.46","مكتب","Unit","null","null","null","null","Office","Al Barsha South Fourth","وحدة","2008-10-19 00:00:00","null","2026-02-26 16:09:32","272463837","البرشاء جنوب الرابعة","71.99","Office","null","null","0","null","مكتب","null","681","PERMIERS TWIN TOWER"
"null","26","1","null","101","1406964499","null","330","null","2","3","0","512","null","null","0","34","تجارى","null","0","5","258","null","استوديو","Unit","1","Commercial","Dubai Marina","94","Studio","Marsa Dubai","وحدة","2014-04-30 00:00:00","3920258","2026-02-26 16:09:32","1451624336","مرسى دبي","35.59","Hotel Apartment","606888544","4","0","null","شقة فندقية","دبي مارينا","392","1"
"null","26","1","null","60","392280708","null","330","B347","2","3","0","108","null","null","0","124","تجارى","null","0.25","1","551","1","استوديو","Unit","1","Commercial","Jumeriah Beach Residence  - JBR","170","Studio","Marsa Dubai","وحدة","null","3920551","2026-02-26 16:09:32","2029870212","مرسى دبي","66.21","Flat","180897962","4","6.6","null","شقه سكنيه","جميرا بيتش ريزيدنس  - الجيه بي آر ","392","2"
"WINDSOR HOUSE II","1","0","null","60","1109526597","II ويندسور هاوس","462","1","2","3","0","B-613","null","858401528","0","191","مؤسسات حكومية","null","0.19","6","3560","64.36","غرفة","Unit","1","Government Authorities","Dubai South Residential District","7330","1 B/R","Madinat Al Mataar","وحدة","2026-01-26 00:00:00","5213560","2026-02-26 16:09:32","304353983","مدينة المطار","72.59","Flat","1526744017","6","5.31","null","شقه سكنيه","المدينة السكنية بدبي الجنوب","521","2"
"South Garden A","2","0","null","60","390922014","A ساوث غاردن ","445","1","2","3","0","506","null","624872532","0","176","تجارى","null","0.46","5","2875","90.11","غرفتان","Unit","1","Commercial","Wasl Gate","3795","2 B/R","Jabal Ali First","وحدة","2024-08-21 00:00:00","5912875","2026-02-26 16:09:32","1395171006","جبل علي الأولى","114.75","Flat","188962327","4","3.84","null","شقه سكنيه","وصل جيت","591","1"
"THE MERTOPOLIS","58","1","null","42","1239123558","ميرتوبوليس","390","B2-035","2","3","0","1802","null","44","0","112","تجارى","null","0.22","18","521","72.29","مكتب","Unit","1","Commercial","Business Bay","34","Office","Burj Khalifa","وحدة","2011-06-15 00:00:00","3450521","2026-02-26 16:09:32","2095154385","برج خليفة","58.93","Office","24791518","4","0","null","مكتب","الخليج التجاري","345","1"
"Creek Beach - Grove","2","1","null","60","532879009","شاطئ الخور - جروف","447","G-3B-105","2","3","0","105","null","284589643","0","547","صناعى","null","0.38","1","4766","55.31","غرفتان","Unit","1","Industrial","Dubai Creek Harbour","169","2 B/R","Al Khairan First","وحدة","2020-03-29 00:00:00","4154766","2026-02-26 16:09:32","827685921","الخيران الأولى","112.98","Flat","380267109","3","24.75","null","شقه سكنيه","خور دبي","415","25"
"null","2","1","null","60","2102626619","null","462","P1-128","2","3","0","1C-901","null","null","0","123","مؤسسات حكومية","null","0","9","null","null","غرفتان","Unit","1","Government Authorities","Dubai World Central","2525","2 B/R","Madinat Al Mataar","وحدة","2022-08-30 00:00:00","null","2026-02-26 16:09:32","707223748","مدينة المطار","96.77","Flat","1975871143","6","3.93","null","شقه سكنيه","دبي ورلد سنترال","521","3"
"JUMEIRAH HEIGHTS FRONDS","2","0","null","60","1540234961","مرتفعات جميرا","350","null","2","3","0","JHFTB007","null","1285","0","21","تجارى","null","null","Ground","null","null","غرفتان","Unit","1","Commercial","Jumeirah Islands","4","2 B/R","Al Thanyah Fifth","وحدة","2009-02-16 00:00:00","null","2026-02-26 16:09:32","1991038720","الثنيه الخامسة","130.9","Flat","1270587712","4","null","null","شقه سكنيه","جزر جميرا","393","Frond/JHFTB"
"null","12","null","null","null","1001287904384","null","372","null","2","3","null","B5.1FB22","null","null","0","null","صناعى","null","21.14","1","941","null","غرفه سكن عمال","Unit","0","Industrial","null","29","Room in labor Camp","Al Goze Industrial Second","وحدة","2011-06-12 00:00:00","3650941","2026-02-26 16:09:32","1001320837643","القوز الصناعيه الثانيه","21.14","null","1001993162675","3","null","null","null","null","365","0"
"null","1","null","null","null","null","null","317","null","2","3","null","233","null","null","0","null","تجارى","null","101.4","2","586","null","غرفة و صالة","Unit","0","Commercial","null","641","1bed room+Hall","Jumeirah First","وحدة","2015-06-08 00:00:00","3320586","2026-02-26 16:09:32","1000300908111","جميرا الاولى","101.45","null","1001245360025","4","null","null","null","null","332","0"
"Pier Point 2","1","0","null","60","540808010","بير بوينت 2","333","1","2","3","0","101","null","660443512","0","6","تجارى","null","0.58","1","null","85.74","غرفة","Unit","1","Commercial","Mina Rashid","513","1 B/R","Madinat Dubai Almelaheyah","وحدة","2024-09-19 00:00:00","null","2026-02-26 16:09:32","191424815","مدينة دبي الملاحية","74.33","Flat","951830675","4","8.58","null","شقه سكنيه","ميناء راشد","321","1"
"THE ADDRESS RESIDENCE - SKY VIEW","2","1","null","101","650875566","ذا أدريس ريزيدنسي - سكاي فيو","390","B3-452","2","3","0","3205","null","7053716","0","541","تجارى","null","0.16","32","7562","37.27","غرفتان","Unit","1","Commercial","DownTown Dubai","160","2 B/R","Burj Khalifa","وحدة","2013-04-30 00:00:00","3457562","2026-02-26 16:09:32","1797416114","برج خليفة","157.82","Hotel Apartment","1092607472","4","15.4","null","شقة فندقية","داون تاون دبي","345","1"
"null","2","null","null","null","null","null","240","null","1","3","null","206","null","null","0","null","تجارى","null","null","null","452","null","غرفتين و صالة","Unit","0","Commercial","null","382","2 bed rooms+hall","Port Saeed","وحدة","2018-11-22 00:00:00","1290452","2026-02-26 16:09:32","1000909980654","بور سعيد","null","null","1001644836952","4","null","null","null","null","129","null"
"null","1","0","null","60","2079172453","null","331","1","2","3","null","513","null","null","0","null","null","null","0.04","5","null","58.78","غرفة","Unit","null","null","null","null","1 B/R","Zaabeel First","وحدة","2017-10-25 00:00:00","null","2026-02-26 16:09:32","315236608","زعبيل الاولى","69.58","Flat","null","null","7.42","null","شقه سكنيه","null","325","2"
"null","1","1","null","60","1108548296","null","266","null","2","3","null","105","null","null","0","206","سكنى","null","0","1","7234","null","غرفة","Unit","1","Residential","Jumeirah Garden City","3296","1 B/R","Al Satwa","وحدة","2022-04-04 00:00:00","3347234","2026-02-26 16:09:32","1979296136","السطوه","59.01","Flat","1090314513","1","0","null","شقه سكنيه","جميرا جاردن سيتي","334","1"
"null","12","null","null","null","1001696691735","null","309","null","2","3","null","B 22","null","null","0","null","صناعى","null","31","1","201","null","غرفه سكن عمال","Unit","0","Industrial","null","40","Room in labor Camp","Al Goze Industrial Third","وحدة","2012-10-07 00:00:00","3680201","2026-02-26 16:09:32","1001815393351","القوز الصناعيه الثالثه","31","null","1000503534422","3","null","null","null","null","368","0"
"INTERNATIONAL CITY EMARATI","1","1","null","60","954846555","المدينة العالمية الإماراتية","343","null","2","3","0","214","null","1288","0","23","سكنى","null","1.65","2","1502","47.26","غرفة","Unit","1","Residential","International City Phase 1","572","1 B/R","Al Warsan First","وحدة","2012-09-16 00:00:00","6211502","2026-02-26 16:09:32","1643112552","ورسان الاولى","67.52","Flat","2013308648","1","5.33","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"null","11","null","null","null","null","null","244","null","1","3","null","1004","null","null","0","null","تجارى","null","1","9","523","null","أستوديو","Unit","0","Commercial","null","552","Studio","Al Murqabat","وحدة","2021-04-07 00:00:00","1240523","2026-02-26 16:09:32","1000628305044","المرقبات","1","null","1001535181185","4","null","null","null","null","124","0"
